Level,Date and Time,Source,Event ID,Task Category
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10247/apps/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2869/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10246/MDEServer/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:3392/rdp/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:3387/rdp/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:10245/WMPNSSv4/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10243/WMPNSSv4/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2861/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2862/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2863/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2864/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2865/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2866/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2867/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2868/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2870/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2871/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2872/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2873/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2874/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2875/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2876/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2877/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2878/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2879/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2880/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2881/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2882/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2883/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2884/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2885/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2886/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2887/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2888/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2889/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2890/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2891/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2892/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2893/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2894/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2895/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2896/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2897/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2898/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2899/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2900/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2901/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2902/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2903/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2904/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2905/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2906/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2907/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2908/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2909/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2910/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2911/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2912/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2913/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2914/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2915/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2916/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2917/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2918/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2919/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2920/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2921/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2922/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2923/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2924/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2925/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2926/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2927/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2928/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2929/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2930/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2931/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2932/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2933/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2934/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2935/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2936/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2937/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2938/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2939/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2940/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2941/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2942/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2943/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2944/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2945/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2946/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2947/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2948/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2949/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2950/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2951/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2952/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2953/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2954/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2955/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2956/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2957/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2958/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2959/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2960/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2961/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2962/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2963/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2964/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2965/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2966/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2967/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2968/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2969/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2970/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:15099/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:03 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://127.0.0.1:8884:127.0.0.1/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,17-03-2023 11:45:08 PM,Microsoft-Windows-HttpService,111,HTTP Configuration Property Trace Task,"Create URL group 0xFE00000020000001. Status 0x0. Process Id 0x144C Executable path \Device\HarddiskVolume3\Program Files\SOLIDWORKS Corp\SOLIDWORKS Visualize Boost\SWVisualize.BoostService.exe, User SYSTEM"
Information,17-03-2023 11:45:08 PM,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://+:8995/) to URL group (0xFE00000020000001). Status: 0x0. Process Id 0x144C Executable path \Device\HarddiskVolume3\Program Files\SOLIDWORKS Corp\SOLIDWORKS Visualize Boost\SWVisualize.BoostService.exe, User SYSTEM"
Information,17-03-2023 11:45:14 PM,Microsoft-Windows-HttpService,111,HTTP Configuration Property Trace Task,"Create URL group 0xFE00000620000001. Status 0x0. Process Id 0x1338 Executable path \Device\HarddiskVolume3\Program Files\SOLIDWORKS Corp\SOLIDWORKS Visualize\SWVisualize.Queue.Server.exe, User SYSTEM"
Information,17-03-2023 11:45:14 PM,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://localhost:8027/) to URL group (0xFE00000620000001). Status: 0x0. Process Id 0x1338 Executable path \Device\HarddiskVolume3\Program Files\SOLIDWORKS Corp\SOLIDWORKS Visualize\SWVisualize.Queue.Server.exe, User SYSTEM"
Information,17-03-2023 11:45:14 PM,Microsoft-Windows-HttpService,111,HTTP Configuration Property Trace Task,"Create URL group 0xFE00000320000001. Status 0x0. Process Id 0x1338 Executable path \Device\HarddiskVolume3\Program Files\SOLIDWORKS Corp\SOLIDWORKS Visualize\SWVisualize.Queue.Server.exe, User SYSTEM"
